,Title,IMDB_id,Date of release,Genre,IMDB_rating,IMDB_Votes,Cast & Crew,Plot_keywords,Plot_summary
1561,Patel Ki Punjabi Shaadi (2017),tt3209826,14 September 2017,Comedy,4.1,354,"Rishi Kapoor, Paresh Rawal, Vir Das, Payal Ghosh, Divya Seth Shah, Bharti Achrekar, Jhinal Belani, Prem Chopra, Shilpa Shinde, Daya Shankar Pandey, Karanvir Bohra, Teejay Sidhu, Tapan Bhatt, Deep Dholakia, Sanjay Gadhvi, Paresh Goradia, Darshan Jariwala, Jassi Kapoor, Sameer Khakhar, Rachna Khanna, Shashi Kiran, Rajeev Mehta, Manoj Shah, Shivam Sharma, Sikander, Bharat Solanki, Tiku Talsania, Kukul Taramaster, ",,Comedy movie is about a Punjabi and Gujarati family. and their cultural clash. Gujarati is played by Paresh Rawal and Punjabi Played by Rishi Kapoor.
1562,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1563,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1564,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1565,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1566,Zokkomon (2011),tt1605790,17 April 2011,"Action, Adventure, Family",4.0,384,"Darsheel Safary, Anupam Kher, Manjari Fadnnis, Tinnu Anand, Sheeba Chaddha, S.M. Zaheer, Aayam Mehta, Gargi Datar, Jai Vyas, Parth Muni, Jayant Gadekar, Rupesh Gosavi, Atisha Naik, ","non comic book superhero, character name as title, superhero, one word title, ","An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero."
1567,Accident on Hill Road (2010),tt1570417,31 December 2009,"Crime, Drama, Thriller",4.0,297,"Farooq Shaikh, Celina Jaitly, Abhimanyu Singh, Rukhsar Rehman, Shammi, Shubha Khote, Dadhi Raj, Priya Ahuja, Manmeet Singh, Monica Ajinkya, Neelima Azim, Freny Bhagat, Sushma Bhagwat, Sushma Bhagwat, Bunty Chopra, Parvez Khan, Kanchi Ashok Kumar, Krishnan Manav, Anil Mhatre, Krishna Prem, Pranav Purohit, Sabrina, Sabrina Schaumburg, Manhat Sharma, Jay Prakash Singh, Jay Thakker, Ekram Kashmiri, ","accident, drug use, broken windshield, loss of wife, sex, hit and run, remake of american film, nursing home, nurse, based on true story, ","In order not to jeopardize her overseas career, an impaired woman, who had just run over a male, decides to conceal her crime with the victim trapped in the windshield."
1568,Dekh Tamasha Dekh (2014),tt3672618,18 April 2014,Comedy,6.1,291,"Satish Kaushik, Tanvi Azmi, Vinay Jain, Sharad Ponkshe, Ganesh Yadav, Santosh Juvekar, Apoorva Arora, Alok Rajwade, Satish Alekar, Jaywant Wadkar, Dhiresh Joshi, Shashank Shende, Sudhir Pandey, ","satire, ","A social and political satire about a true incident,it revolves around the search for the religious identity of a poor man crushed under the weight of a politician's hoarding. The film explo... Read all"
1569,Faraar (2015),tt4984868,28 August 2015,Action,5.4,271,"Gippy Grewal, Kainaat Arora, Jaggi Singh, Malcolm Matthews, Girija Shankar, Rahul Nath, Ash Wahi, Raja Deka, Sitara Attaie, Dimple Bains, Saleem Allahi, Sonu La, Kiran Shergill, Gurfateh Singh Grewal, Seema Kaushal, Aj Bajwa, Brent A. McCoy, Jeremy Meyer, Alfonso Delatorre, Eric R., David Hill, Fernando Caballero, Robert Rodane, Rodolfo Beltran, Rene Aranda, Leonel Claude, Harvey B. Jackson, Russel Jones, Lada Nikolska, Kenny Ray Powell, Tim Scanlon, Deron Wilson, ","police shootout, police officer shot in the chest, police officer killed, police officer shot, police officer, ",A man travelling to the United States meets a mysterious woman and gets wrapped up in an investigation when authorities mistake him for a notorious criminal.
1570,Prassthanam (2019),tt8706884,20 September 2019,"Action, Drama",5.9,1.4K,"Sanjay Dutt, Jackie Shroff, Ali Fazal, Manisha Koirala, Chunky Panday, Satyajeet Dubey, Amyra Dastur, Yashraaj Chaurasia, Abhishek Diwan, Yash eshwari Francis, Zakir Hussain, Dawood Khan, Midhat Khan, Chahat Khanna, Aryaansh Kumar, Proshant, Radhe, M.K. Raina, Ishita Raj, Deepraj Rana, Moin Sheikh, Anup Soni, Divinaa Thackur, Ashish Tyagi, ","political, ",A rural politician marries a widow with kids and gains a respectable position. He trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.
1571,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1572,Teesri Aankh: The Hidden Camera (2006),tt0779768,3 March 2006,"Action, Crime, Thriller",2.6,315,"Sunny Deol, Ameesha Patel, Neha Dhupia, Mukesh Rishi, Aarti Chhabria, Aashish Chaudhary, Mukesh Tiwari, Murli Sharma, Ayub Khan, Jazzy B., Megha Chatterji, Ashwani Chopra, Achyut Potdar, Anjan Srivastav, Smiley Suri, ",,"About women who are trapped, used and abused by hidden cameras."
1573,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1574,Halkaa (2018),tt8136908,7 September 2018,"Drama, Family",7.2,400,"Ranvir Shorey, Paoli Dam, Aryan Preet, Harish Chhabra, Ram Naresh Diwakar, Tathastu, Solanki Diwakar, Hemany Verma, Vipin Katyal, ","child, ","Halkaa (Relief) is a unique take on a slum child's heroism, aspirations and dreams. The child protagonist, Pichku fights for the basic problem that he faces everyday; defecating in the open ... Read all"
1575,Bawandar (2000),tt0280465,18 November 2000,Drama,7.0,304,"Nandita Das, Raghuvir Yadav, Deepti Naval, Rahul Khanna, Laila Rouass, Govind Namdeo, Ishrat Ali, Yashpal Sharma, Lalit Tiwari, Anupam Shyam, Ashok Banthia, Shri Vallabh Vyas, Ravi Jhankal, Mohan Bhandari, Lillete Dubey, Kadambari, Gulshan Grover, Hariram Acharya, Ashok Bulani, Anil Gupta, Kamal Jain, Sunil Khanna, Jag Mundhra, Rajesh Rathi, Girjesh Vyas, ","gang rape, rape and revenge, rape, based on true story, ",Shoba T. Mathur works for the Central Government in India and her job is to create awareness against child-marriage and other social evils that prevail due to general misinterpretation of th... Read all
1576,Kal Aaj Aur Kal (1971),tt0330505,1 July 1971,"Family, Musical, Romance",6.9,319,"Prithviraj Kapoor, Raj Kapoor, Babita Kapoor, Randhir Kapoor, Roopesh Kumar, Achala Sachdev, Narendra Nath, David Abraham, Tiwari, Iftekhar, Sarita, Abhi Bhattacharya, Uma Dutt, Rashid Khan, Vishwa Mehra, Aarti, Asha Chandra, Ram Shastri, Mansaram, Pardesi, Sumita Khurana, Mandhir Siyal, Ranvir Raj, Prakash Mishra, Ghanshyam Rohera, Pankaj, Kailash, Prabhat Kumar, Manjit Atam Prakash, Atam Prakash, Tanvir, Mohan, Saul George, ","reference to george bernard shaw, love, party, loneliness, dance, fast motion, family relationships, lead actor's first film, wedding, dilemma, father son relationship, real life grandfather and grandson playing grandfather and grandson, homecoming, wealth, arranged marriage, real life father and son playing father and son, grandfather grandson relationship, generation gap, ","Widower Ram Kapoor lives a very wealthy lifestyle in Bombay, but is very lonely, as his only child, a son named Rajesh, lives abroad, and his aged dad, Diwan Bahadur, lives in the village. R... Read all"
1577,Ya Rab (2014),tt3303416,7 February 2014,"Action, Crime, Drama",5.9,284,"Indrapal Ahuja, Neha Baam, Vikram Dahiya, Rakesh Deewana, Rajesh Gupta, Imran Hasnee, Abizer Hyderabadwala, Jassi, Javed, Juli, Sayed Khalid, Ajaz Khan, Raju Kher, Akhilendra Mishra, Arjumman Mughal, Saima Noor, Manzar Sehbai, Kishori Shahane, Babloo Singh, Rajul Singh, Vikram Singh, Maulana Zaheer, ",,The idea behind Ya Rab is to show how Islam has been used as a tool to propagate terrorism. The film focuses on issues where so called self proclaimed Maulanas (Islamic Preachers) misinterpr... Read all
1578,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1579,Hum Tum Shabana (2011),tt2034011,30 September 2011,"Comedy, Crime, Drama",3.6,308,"Tusshar Kapoor, Shreyas Talpade, Minissha Lamba, Mantra Mugdh, Narendra Jetley, Pooja Batra, Madhur Bhandarkar, Vaarssh Bhatnagar, Jaspal Bhatti, Surveen Chawla, Karamveer Choudhary, Aditi Govitrikar, Satish Kaushik, Wasim Khan, Rajesh Khattar, Sanjay Mishra, Ssumier Pasricha, Hemant Soni, Piya Trivedi, ","gangster, ","Two colleagues, who woo the same woman, are abducted by her gangster uncle."
1580,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1581,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1582,Khuddar (1994),tt0110254,25 March 1994,"Action, Drama, Thriller",5.1,351,"Govinda, Karisma Kapoor, Shakti Kapoor, Kader Khan, Shreeram Lagoo, Anjana Mumtaz, Raju Shrestha, Mahesh Anand, Jack Gaud, Vikas Anand, Anil Dhawan, Aarti Nagpal, Rami Reddy, ","blind woman, police station, humiliation, corrupt cop, frustration, resignation, anger, speech, tough cop, election, police inspector, riot, political corruption, father son relationship, beating, cigarette smoking, doctor, warning, framed photograph, cigarette butt, husband wife relationship, swimming pool, bikini, fistfight, martial arts, hand to hand combat, morgue, cigarette, police, one word title, blindness, mistress, politician, death of father, ",Honest Police Inspector Siddhant Suri takes it upon himself to bring to justice the people who are involved in human flesh trading business only to aggravate his fellow colleague inspector A... Read all
1583,Naughty @ 40 (2011),tt1363125,29 April 2011,"Comedy, Drama",2.7,303,"Govinda, Yuvika Chaudhary, Anupam Kher, Smita Jaykar, Lucia Edwards, Sanjay Mishra, Shakti Kapoor, Harish, Ameet Chana, Gurpreet Ghuggi, Rakesh Bedi, Dimple Bagroy, Sayali Bhagat, Kuldeep Sharma, Satwant Kaur, Angus, Richard Fry, Katie, Jag Mundhra, Jennifer Arcuri, Nova Monica, Rajesh Rathi, Michail Krasnoborov Redwood, Edward Lucia, Algina Lipskis, Mamta Patel, Avtar Singh Gullu, ","indian sex comedy, virgin, 40 year old, male virgin, marriage, punctuation in title, age in title, ",A 40 year old male virgin with sleep-walking problems finds true love after getting married to a naive child-like woman.
1584,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1585,Kuchh Meetha Ho Jaye (2005),tt0453748,15 April 2005,"Comedy, Romance",3.4,292,"Arshad Warsi, Mahima Chaudhry, Parvin Dabas, Sandhya Mridul, Rohit Roy, Jaspal Bhatti, Sachin Khedekar, Kanwaljit Singh, Aditya Lakhia, Manisha Mehta, Nassar Abdulla, Mrinal Kulkarni, Iravati Harshe, Shravan Rathod, Mahima Mehta, Shah Rukh Khan, Deepa Bakshi, Nisha Sareen, Murad Ali, Arshad Jafri, Ashwin Mushran, Sheetal, ",,Various relationships intertwine and collide at an airport.
1586,Hero Hindustani (1998),tt0286683,23 October 1998,"Action, Comedy, Drama",4.8,323,"Arshad Warsi, Namrata Shirodkar, Kader Khan, Paresh Rawal, Parmeet Sethi, Shakti Kapoor, Asrani, Amitabh Bachchan, Bharat Kapoor, Pramod Moutho, ",,A man realizes that India is completely alien to his London-raised granddaughter and arranges her marriage there. She gets a guide to pose as her fiance and falls for him.
1587,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1588,Raqeeb (2007),tt0898943,18 May 2007,"Crime, Drama, Mystery",4.3,298,"Rahul Khanna, Sharman Joshi, Tanushree Dutta, Jimmy Sheirgill, Sherlyn Chopra, Neena Kulkarni, Vishwajeet Pradhan, Rekha Rao, Vivek Shauq, Navinder Pal Singh, ","love, friend, manipulation, kiss, surprise ending, ",A rich businessman Remo marries a girl (Sophie) his friend (Sid) finds online. Little did he know that Sophie had other plans for him after meeting her ex-boyfriend
1589,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1590,Na Ghar Ke Na Ghaat Ke (2010),tt1620907,12 March 2010,"Comedy, Drama",6.1,285,"Om Puri, Paresh Rawal, Neena Gupta, Ravi Kishan, Rahul Aggarwal, Narayani Shastri, Shweta Salve, Shriya Saran, Ehsan Khan, Ananth Narayan Mahadevan, Neeraj Vora, Arif, Akshita Arora, Krishna Bansal, Uday Bhan, Charan, Dinesh Chaturvedi, Dinesh Chawla, Sanjay Chawla, Honey Chhaya, Farah, Vimal Gidwani, Balwant Jadhav, Ladu Jain, Kiran Kamble, Jagdesh Kanver, Shashi Kiran, Shreechand Makhija, Giaa Manek, Manmauji, Gita Mannek, Jagruti Mehta, Jimmy Moses, Lalit Pandit, Rohit Raj, Rajkumar, Ramdhani, Reshma, Ruma Sengupta, Shraddha, Rakesh Shrivastav, Bobby Singh, Snehal, Sweety, Baldev Trehan, Chayyan Trivedi, Anup Upadhyay, Uravashi, Asfaque Usmani, Jaywant Wadkar, ","job, ",A naive villager faces challenges when he gets a job in a big city.
1591,Khudgarz (1987),tt0248135,31 July 1987,Drama,5.8,308,"Jeetendra, Shatrughan Sinha, Bhanupriya, Amrita Singh, Govinda, Neelam Kothari, Kader Khan, Kiran Kumar, Saeed Jaffrey, Sudhir Dalvi, Sangeeta Naik, Vikas Anand, Abhi Bhattacharya, Farita Boyce, Jayant Dave, Master Javed, Rishi Kapoor, Satyendra Kapoor, Haroon Khan, Praveen Kumar, Mac Mohan, Yunus Parvez, Rocky, Ghanshyam Rohera, Master Sameer, Sushma Seth, Vibhakar Sharma, Gurvendra Singh, Rahul Singh, Sahib Singh, Baby Swetha, Sunder Taneja, Dinesh Hingoo, Javed Rizvi, ","hotel, friend turned foe, restaurant, class differences, greed, rivalry, businessman, feud, egotism, auction, business rivalry, friendship, bulldozer, title spoken by character, bank loan, bank manager, love, father son relationship, husband wife relationship, mother son relationship, father daughter relationship, betrayal, weeping, telephone call, debt, father slaps daughter, forbidden love, anger, face slap, widower, wealth, single father, remorse, eavesdropping, misunderstanding, ","Sita Sinha watches as her young son, Bihari fights another young, wealthy lad, Amar for spattering dirt on his body using his car. Sita then intervene, separates both, take them to her house... Read all"
1592,Qaidi Band (2017),tt5617172,24 August 2017,"Drama, Music",5.9,347,"Aadar Jain, Anya Singh, Mikhail Yawalkar, Anna Ador, Cyndy Khojol, Sange, Peter Muxka Manuel, Prince Parvinder Singh, Kanishka Aggarwal, Bobby Arora, Robin Chaudhary, Jitin Gulati, Lalit Jha, Ram Kapoor, Sufrat Khan, Sandhya Kute, Lin Laishram, Jeet Matharu, Chirag Patil, Sachin Pilgaonkar, Isheeta Rana, Aksh Shah, Deepak Simwal, Ashi Singh, Ajay Upadhyay, Luv Vispute, ","jail, ","A riveting tale of undertrials who are brought together to form a band in jail for a social event. As their popularity grows through social media, they use their music to protest against jai... Read all"
1593,Zindagi Ek Juaa (1992),tt0105897,15 May 1992,Action,5.4,295,"Anil Kapoor, Madhuri Dixit, Shakti Kapoor, Suresh Oberoi, Anupam Kher, Amrish Puri, Mangal Dhillon, Sagar Salunke, Anant Jog, Swapna, Vikas Anand, Dhawal Kelkar, Bharat Kapoor, G.P. Singh, Ashalata Wabgaonkar, Subbiraj, Roma Manik, Asha Sharma, Dinesh Hingoo, Sunil Rege, Preeta Mathur, Snehal, B.S. Thapa, Jinder Walia, Jaswant, Durgesh, Ram Singh, Yashpal Sharma, Harbans Darshan M. Arora, Beena Banerjee, Nandita Thakur, Brijesh Tiwari, ",,"Harikishan saves the life of his employer, Jagjit Singh alias JJ, only to receive a huge wage increase. All excited; Harikishan agrees to change his name to Harry and successfully carry out ... Read all"
1594,Kisaan (2009),tt1372266,20 March 2009,"Action, Crime, Drama",5.3,297,"Jackie Shroff, Sohail Khan, Arbaaz Khan, Nauheed Cyrusi, Dia Mirza, Sharat Saxena, Vishwajeet Pradhan, Dalip Tahil, Sarfaraz Khan, Dwij Yadav, Nassar Abdulla, Malkeet Rauni, Romeo Sharma, Sada Yadav, ","one word title, ",A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.
1595,Hazaar Chaurasi Ki Maa (1998),tt0178562,20 March 1998,Drama,7.1,282,"Jaya Bachchan, Anupam Kher, Seema Biswas, Milind Gunaji, Joy Sengupta, Nandita Das, Bhakti Barve, Kanti Madia, Vineet Kumar, Sandeep Kulkarni, Anupam Shyam, Lalit Parimoo, Atul Tiwari, Milon Mukhopadhyay, Mona Ambegaonkar, Mandeep Bhandar, Shubhangi Gokhale, Riju Bajaj, Aditya Srivastav, Rajesh Khera, Ravi Gosain, Satish Rajwade, Amit Roy, Loveleen Mishra, Sadiya Siddiqui, Suhita Thatte, Bharati Jaffrey, Harish Khanna, Ravi Kale, Manoj Verma, Rajesh Tailang, Sanjeeva Vatsa, Sanil Sodhi, Yashpal Sharma, Vivek Mushran, Mukul Nag, ","based on novel, ","Dibyanath Chatterji, his bank-employed wife, Sujata, and only child, a son, Brati, live a middle-class existence in Calcutta, West Bengal, India, circa early 1970s. Sujata is a quiet, devout... Read all"
1596,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1597,Jigyaasa (2006),tt0819777,10 March 2006,Drama,3.4,280,"Nassar Abdulla, Rakesh Bedi, Hrishitaa Bhatt, Jaya Bhattacharya, Diveyaa Dwivedi, Divyaa Dwivedi, Milind Gunaji, Vikas Kalantri, Kader Khan, Sikandar Kharbanda, Anupam Shyam, Mukesh Tiwari, Varsha Usgaonkar, Ajay Kumar Verma, ","sex, suicide, femme fatale, emotional manipulation, blackmail, character name in title, ","Determined to be a star, Jigyaasa offers her body to win the affections of influential producers and celebrities. But when showbiz success finally comes, is the price too great?"
1598,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1599,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
1600,Rakshak (1996),tt0135621,29 November 1996,"Action, Thriller",4.7,315,"Sunil Shetty, Karisma Kapoor, Sonali Bendre, Raghuvaran, Arun Bakshi, Dinesh Hingoo, Aruna Irani, Mushtaq Khan, Pramod Moutho, Alok Nath, Harish Patel, Ponnambalam, Deepak Shirke, Shivkumar Subramaniam, Raveena Tandon, ","violence, mother son relationship, action hero, corrupt cop, husband wife relationship, flashback, memory, tough guy, one man army, tickling, navel, touching someone's navel, friendship, friend, flirting, prank, kindness, attempted suicide, attempted suicide by hanging, printing press, counterfeit money, gangster, presumed dead, strangulation, greed, tough cop, home invasion, dual wield, evidence, police informer, friend turned foe, garrote, incriminating photograph, evil man, showdown, brutality, henchman, father son reunion, death of wife, child kidnapping, violence against a woman, psychopathic killer, recuperation, murder of mother, betrayal by friend, murder, police, organized crime, revenge, murder of wife, counterfeiting, hospital, coma, death of mother, jumping onto a car, fight, rescue, beating, lust, seduction, telephone call, elevator, handcuffs, attempted murder, anger, fistfight, train station, doctor, bank, ambulance, bedroom, hitman, biting someone's hand, motorcycle jump, dream, rain, brawl, bathing, towel, mud, wedding, marriage proposal, mental illness, debt, jewellery, well, breaking down a door, falling into a well, criminal, betrayal, pistol, tent, police station, shootout, stabbed to death, arrogance, confrontation, fair, stabbed in the hand, ice pick, hide and seek, ice factory, boy, blood splatter, explosion, shot to death, shotgun, knife, blood, machine gun, impalement, airport, shot in the chest, face slap, grenade, shot in the back, hand to hand combat, threat, shot in the leg, rampage, shot in the head, factory, jeep, exercising, gunshot, pigeon, biker, hit by a car, exploding motorcycle, hung from a hook, stabbed in the back, woman slaps a man, throwing a knife, dying woman, man hits a woman, man stabs a woman, man strangles a woman, billhook, car crashing through a window, toilet, bare chested male, attempted bank robbery, death of father, title spoken by character, ",ASP Raj Sinha is assign with the task of bringing to justice the people who are responsible for printing and circulating fake currency notes. Raj is shocked when he learn that the leader beh... Read all
