,Title,IMDB_id,Date of release,Genre,IMDB_rating,IMDB_Votes,Cast & Crew,Plot_keywords,Plot_summary
177,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
178,Golmaal: Fun Unlimited (2006),tt0495034,14 July 2006,"Action, Comedy, Drama",7.4,16K,"Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor, Rimi Sen, Paresh Rawal, Sushmita Mukherjee, Vrajesh Hirjee, Mukesh Tiwari, Sanjay Mishra, Siddarth Jadhav, Manoj Joshi, Farid Amiri, Nirali's Flatmate, Aaryan Harnot, Ashish R. Mohan, Anupam Shyam, Raminder Singh Suri, Rajiv Varma, ","blind couple, friend, mute, slacker, old couple, diamonds, black and white scene, lie, flashback, fight, blindness, goa india, valentine's day, tea, stabbed in the butt, romantic rivalry, principal, poison, motorcycle, man in drag, man dressed as woman, friendship, friendship between men, friends who hate each other, four best friends, falling from height, face slap, dance contest, college campus, car, car racing, black and white to color, attempted poisoning, ashes, ",Four runaway crooks take shelter in a bungalow which is owned by a blind couple.
179,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
180,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
181,The Legend of Bhagat Singh (2002),tt0319736,7 June 2002,"Action, Biography, Drama",8.1,16K,"Ajay Devgn, Sushant Singh, D. Santosh, Akhilendra Mishra, Raj Babbar, Farida Jalal, Amrita Rao, Mukesh Tiwari, Surendra Rajan, Saurabh Dubey, Swaroop Kumar, Arun Patwardhan, Kenneth Desai, Sitaram Panchal, Bhaswar Chatterjee, Amit Dhawan, Harsh Khurana, Kapil Sharma, Indrani Banerjee, Amitabh Bhattacharjee, Shish Khan, Sanjay Sharma, Raja Tomer, Deepak Kumar Bandhu, Niraj Sah, Pradeep Bajpai, Aditya Verma, Romie Jaspal, Sunil Grover, Girish Badlani, Siddharth Hussain, Abir Goswami, Pramod Pathak, Aashu Mohil, Manu Malik, Navin Bhaskar, Praful Chandra, Shreyas Pandit, Rakesh Oon, Kiran Randhawa, Ganesh Yadav, Tony, Padam Singh, Ashok Sharma, Mahesh Raja, Vikki, Piyush Chakravorthy, Vasudevan, Narendra Rawal, Shamsher Singh, Oshima Rekhi, Sukhmani Kohli, Ankush, Karanbir Singh, Renu Soni, Anita, Renu Pandey, Komal Singh, Gyandev Singh, Channi Singh, Nakshdeep Singh, Majahan Prashant, Hayat Asif, Sardar Sohi, Bikramjeet Singh, Prasanna Ketkar, Kishor Mahabole, Ajit Apte, Shehzad Khan, Gurinder Makna, Rajesh Tripathi, Lalit Tiwari, Dileep Patwe, Wahid Hashmi, Shashikant Chawan, Amir Jade, Viju Khote, Gil Alon, Ryan Jonathan, Mark Junior, Mark Senior, Bernard Jakel, Martin, Will Randall, Conrad, Mark, Tim, Richard, Mario, Anita Shabdeesh, Rotem Bar, C. Mario Lindsay, Omkaar, R.P. Singh, Egbert Jan Weeber, Omer Yariv, ","indian history, british raj, cricket the sport, revolutionary, protest, prison, freedom fighter, death sentence, college, assassination, reference to charlie chaplin, bare chested male bondage, tragic ending, inhumanity, death of protagonist, reference to mahatma gandhi, politics, trial, traitor, train, train robbery, torture, suicide, socialist, sikh, shot to death, resentment, racism, punjab, prison warden, political prisoner, police officer killed, police brutality, patriot, patriotism, movie theater, martyr, lawyer, laboratory, independence, independence movement, hunger strike, hanging, fasting, dairy farm, coward, courtroom, british colonial, bomb making, beating, anger, 1930s, 1920s, based on true story, character name in title, ",The story of a young revolutionary who raised an armed resistance against the British rule in India.
182,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
183,Student of the Year (2012),tt2172071,19 October 2012,"Comedy, Drama, Music",5.3,17K,"Sidharth Malhotra, Alia Bhatt, Varun Dhawan, Rishi Kapoor, Sana Saeed, Sahil Anand, Manasi Rachh, Kayoze Irani, Manjot Singh, Ronit Roy, Prachi Shah, Ram Kapoor, Gautami Kapoor, Farida Jalal, Akshay Anand, Manini Mishra, Nandini Sen, Boman Irani, Abdul Quadir Amin, Rohan Gokhale, Kunal Gupta, Hrasif, Brent Lovell, Liam Stewart, Kitu Gidwani, Sushma Seth, Farah Khan, Vaibhavi Merchant, Kajol, Sara Latif, ","college romance, competition, ",Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.
184,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
185,Singham (2011),tt1948150,22 July 2011,"Action, Crime, Drama",6.8,15K,"Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni, Sachin Khedekar, Sudhanshu Pandey, Naushaad Abbas, Hari Bala, Suchitra Bandekar, Ravindra Berde, Devidas Chippa, Suhasini Deshpande, Agasthya Dhanorkar, Anant Jog, Vikas Kadam, Neeraj Khetrapal, Govind Namdeo, Kishore Nandlaskar, Ankur Nayyar, Vijay Patkar, Besant Ravi, Ashok Samarth, Ashok Saraf, Jayant Sawarkar, Murli Sharma, Vineet Sharma, Sana Amin Sheikh, Harish Shetty, Meghna Vaidya, Pradeep Velankar, ","india, character name as title, one word title, surname as title, asian indian, indian, whipping, fistfight, dating, tough cop, police constable, scooter, motorcycle, police protagonist, father son relationship, scene during opening credits, scene before opening credits, sunglasses, ghost costume, fat man, father daughter relationship, corruption, gangster, blackmail, ransom demand, ransom money, two on a motorcycle, movie theater, thug, attraction, wedding, cell phone, telephone call, musical number, punched in the face, hit on the head, car chase, kicked in the butt, suv, face slap, ringing telephone, man slaps a man, corrupt official, police corruption, election, cardboard cutout, beach, male bonding, machismo, mother son relationship, arrest, loss of father, little boy, macho man, overturning car, thrown through a windshield, throwing a bottle, broken bottle, loyalty, betrayal, slow motion action scene, salute, pistol, calling the police, held at gunpoint, semiautomatic pistol, behind the scenes, scene during end credits, slow motion scene, land grab, police, police officer, politician, police station, maharashtra, corrupt cop, movie theatre, policeman, bloopers during credits, telephone booth, manhunt, corrupt politician, speech, election campaign, constable, frustration, angry mob, egotism, funeral, nickname, snobbery, rich snob, extortion, threat, money lender, death of husband, suicide by gunshot, disgrace, beating with a belt, clenched fist, ego clash, sexist slur, man slaps a woman, one against many, confrontation, kick, shot in the head, crush, self justice, ransom, widow, bare chested male, old man, fish out of water, beating, kidnapping, village, anger, police inspector, suicide, parking lot, father dislikes daughter's boyfriend, apology, loss of husband, temple, frame up, prank, businessman, car crash, good versus evil, goa india, flipping car, job transfer, punch, tough guy, one man army, action hero, love interest, fight, remake, death of father, ",A truly honest police officer is transferred to a town controlled by a gangster he has humiliated. The gangster believes he can use good power to bring down this officer who made him look fo... Read all
186,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
187,Dil Dhadakne Do (2015),tt4110568,4 June 2015,"Comedy, Drama, Romance",6.9,16K,"Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma, Farhan Akhtar, Rahul Bose, Zarina Wahab, Vikrant Massey, Yousaf Bokhari Bustamante, Ozge Cagaloglu, Pawan Chopra, Hale Cigek, Khushi Dubey, Celil Gezer, Sarah Hashmi, Yaprak Piren Karpuzoglu, Aamir Khan, Ikhlaq Khan, Emrah Kolukisaoglu, Martijn Kuiper, Preeti Mamgain, Jonathan Maravilla, Dolly Minhas, Manoj Pahwa, Vivienne Pocha, Ayesha Raza, Ivan Rodrigues, Vandana Sajnani, Ariadna Santana, Kenya Alexia Sauder Scolamieri, Parmeet Sethi, Debanshi Shah, K.C. Shankar, Shireesh Sharma, Avneet Singh, Krantikari Singh, Shivrama Singh, Ridhima Sud, Sunil, Kallirroi Tziafeta, Abdul Quadir Amin, ","wedding anniversary, cruise, dog's point of view, brother sister relationship, dysfunctional marriage, family vacation, family relationships, wealth, mediterranean sea, holidays, papadum, indian woman, f rated, pet dog, animal's point of view, bullmastiff dog, dog, dysfunctional family, three word title, istanbul turkey, ocean liner, punjabi, ",The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.
188,Pyaar Ka Punchnama 2 (2015),tt4430136,16 October 2015,"Comedy, Drama, Romance",7.2,15K,"Kartik Aaryan, Omkar Kapoor, Sunny Singh Nijjar, Nushrat Bharucha, Ishita Raj, Sonnalli Seygall, Mona Ambegaonkar, Joy Badlani, Ratnesh Mani, Rumana Molla, Sharat Saxena, Karishma Sharma, Prakhar Shukla, Manvir Singh, Hetvi Karia, ","male female relationship, boyfriend girlfriend relationship, sequel by name only, cheating on boyfriend, ","After falling in love, three roommates experience changes in their lives."
189,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
190,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
191,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
192,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
193,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
194,Student of the Year 2 (2019),tt7255568,9 May 2019,"Action, Comedy, Drama",2.2,20K,"Tiger Shroff, Ananya Panday, Tara Sutaria, Aditya Seal, Manoj Pahwa, Ayesha Raza, Rajesh Kumar, Manasi Joshi Roy, Samir Soni, Gul Panag, Manjot Singh, Sahil Anand, Harsh Beniwal, Daljeet Singh Gujral, Abhishek Bajaj, Chetan Pandit, Will Smith, Alia Bhatt, Samreen Kaur Hansi, Amit Malik, Darwin Thapa, Neel Gangdani, Anubhav Nanda, Abhinav Verma, Sanjoy Sandhu, Prateek Balara, Rahul Sharma, Ashish Drall, Guneet Sharma, Rohit Dandwani, Sumeet Samnani, Roan, Madhu Sachdeva, Rajveer Singh, Abhisek Mandola, Garima Rawat, Zenia Shastikar, Veer Batheja, Dhanaya Madan, Madhav Dhingra, Suhani Juneja, Mitansh Lulla, Suhani Sethi, Suryansh Kapoor, Karishma Kukreti, Hera Sajid, Aashay Valia, Rohan Joshi, Kiara Khantwal, Paramjeet Singh, Samridh, Vishal Brahma, Farah Khan, Vishal Dadlani, Shekhar Ravjiani, Priyanka Arya, Divyanshu Dangwal, Harry Chand, Tyrone Aviet, ","college romance, cheating, ","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy."
195,Hasee Toh Phasee (2014),tt3173910,7 February 2014,"Comedy, Romance",6.8,14K,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Sharat Saxena, Neena Kulkarni, Sameer Sharma, Aariyan Gupta, Amita Udgata, Anshikaa Shrivastava, Ansh Sharma, Anil Charanjeett, Bhavna Chauhan, Devika Gidwani, Dhanika Jaggi, Dimple Danda, Hetal Shah, Divya Bhatia, Garvita Sharma, Indrajeet Soni, Jagesh Mukati, Disha Savla, Jitendra Sharma, Kavita, Krish Parekh, Kulbeer Singh, Kjush Nakul Mullick, Laxmi Narayan, Lily Patel, Madhuri Sanjeev, Namit Shah, Navneet Nishan, Nemesh Metta, Patrick Graham, Purva Parag, Pushpa, Ridhim Tiwari, Sahoor Ali, Sameer Khakhar, Sarvari Kashid, Simran, Sunil Uppal, Sunil Upadhyay, Tanuj Bhatia, Uday Nene, Bikram Chetry, Cara Ruiz, Cynthia Tan, Chong, Dhruv, Dyuti Geete, Heeral Gandhi, Irfan Bachkan, Karan Johar, Kaushik Roy, Madhu Mantena Varma, Mandar, Mayjune, Mayjune Tan, Mrinalini Jain, Rahul, Raj, Rajesh Krishnan, Richa Bahl, Rajesh Sahoo, Sampat, Shiv Pathak, Tinnu Anand, Vikrant, Vikas Bahl, Vivek Soni, Wong, Varun Baid, Ayush Sharma, Ashish Patel, Vineet Shukla, Hariesh Jha, Omprakash Gupta, Reshu Singh, Shubham Mishra, Kailash Jadhav, Rohit Singh, Sunny Gupta, Telu Gupta, Shiv Jha, Prasad, Shailesh Dubey, Awdhesh Singh, Rajesh Hariharnath Mishra, Kim Calera, Bobby Darling, ","reference to doctor john watson, cricket the sport, wedding, tuk tuk, airport, india, falling into a swimming pool, father daughter reunion, viagra, drums, theft, swimming pool, accusation, necklace, reference to sherlock holmes, kiss, sauna, urination, fiancee, engine trouble, rain, fireworks, rose petal, crane, drug addiction, identical twins, adult hitting a child, pills, hiccups, barbed wire, drinking competition, mango, father daughter relationship, face slap, ","Nikhil is re-introduced to Meeta nearly ten years after their first meeting. Now, as Nikhil has one week to prove himself worth enough to marry Meeta's sister Karishma, the old acquaintances... Read all"
196,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
197,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
198,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
199,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
200,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
201,Mujhse Shaadi Karogi (2004),tt0418362,30 July 2004,"Comedy, Romance",6.7,15K,"Salman Khan, Akshay Kumar, Priyanka Chopra Jonas, Amrish Puri, Rajpal Yadav, Satish Shah, Supriya Karnik, Kader Khan, Rekha Rao, Shashikala, Upasna Singh, Amrita Arora, Dinyar Contractor, Parth Dave, Kurush Deboo, Kapil Dev, Mushtaq Khan, Prasoon Narayan, Shefali Zariwala, Mohammad Kaif, Ashish Nehra, Parthiv Ajay Patel, Irfan Pathan, Navjot Singh Sidhu, Harbhajan Singh, Javagal Srinath, ","cricket the sport, grandmother grandson relationship, letter, confession of love, woman wears eyeglasses, blood clot in brain, childhood friend, school, lifeguard, anger, title based on song, retired army officer, goa india, wedding, trial, train, stadium, slapstick comedy, pug dog, principal, pram, piggy bank, night shift, new year's eve, motorcycle, microphone, magician, love triangle, heartbreak, hallucination, fashion designer, face slap, drunkenness, dog bite, courtroom, church, champagne, bullet time, breakup, bottle, biker gang, beach, basketball court, balcony, baby, title spoken by character, surprise ending, ","Sameer, fast at losing his temper is re-located to Goa where he falls in love with Rani. But Sameer's new roommate Sunny, has some plans of his own."
202,Hum Tum (2004),tt0378072,28 May 2004,"Comedy, Drama, Romance",7.0,14K,"Saif Ali Khan, Rani Mukerji, Kirron Kher, Rati Agnihotri, Rishi Kapoor, Jimmy Sheirgill, Abhishek Bachchan, Isha Koppikar, Shenaz Treasury, Singh Bhupesh, Parinita Seth, Shilpa Mehta, Bomi Kapadia, Gulshan, Vivek Madan, Karishma Dewjee, Vinod Singh, Tanaz Parvi, Ifrah Kazi, Parzaan Dastur, Gayatri S. Iyer, Shiva Kumar, Samir Sarkar, Marlon Treep, ","love, kiss, cartoonist, widow, james bond imitation, paris france, comic strip, amsterdam netherlands, womanizer, windmill, wedding, wedding dress, swinging single, squash, single, sightseeing, restaurant, repentance, rain, rainy night, premarital sex, playboy, piano, nude image, new york city, new delhi india, metro, mumbai india, mother son relationship, mother daughter relationship, marital separation, marital reconciliation, lasting friendship, laddu, grief, friendship, french language, father son relationship, fashion designer, face slap, dumped by girlfriend, drunkenness, coffee, church, chinese food, boutique, boutique owner, art museum, airport, airplane, ",A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.
203,Housefull 2 (2012),tt1980986,5 April 2012,"Action, Comedy, Musical",5.3,14K,"Akshay Kumar, John Abraham, Asin Thottumkal, Jacqueline Fernandez, Riteish Deshmukh, Shreyas Talpade, Zareen Khan, Shazahn Padamsee, Mithun Chakraborty, Rishi Kapoor, Randhir Kapoor, Boman Irani, Johnny Lever, Chunky Panday, Malaika Arora, Suparna Marwah, Neelu Kohli, Didem Durak Akser, Ray Burnet, Jay Denton, Daniel Eghan, Sandeep Garcha, Minouche Kaftel, Shivarna Mitra, Sachin Pilgaonkar, Martin Polak, Ranjeet, Atul Sharma, Regan Shepherd, Vindu Dara Singh, Virendra Singh, Jayme Swiftt, Mick Slaney, ","numbered sequel, brother brother relationship, crocodile bite, snake bite, python, snake, crocodile, real life brothers playing brothers, sequel by name only, rivalry, beach, mistaken identity, ",A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.
204,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
205,Tanu Weds Manu (2011),tt1694542,25 February 2011,"Comedy, Drama, Romance",6.8,14K,"Madhavan, Kangana Ranaut, Jimmy Sheirgill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Navni Parihar, Dipti Misra, Rahul Chahan, Shveta Grover, Ravi Kishan, Sunil Upadhyay, ","bride, delhi, character name in title, ","Manu comes to India to find a bride and falls for Tanu at first sight, but free-spirited Tanu has no plan to marry him."
206,Desi Boyz (2011),tt1985981,24 November 2011,"Comedy, Drama",5.7,13K,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh, Anupam Kher, Mohnish Bahl, Omi Vaidya, Virej Dasani, Satish Kaushik, Bharti Achrekar, Bruna Abdullah, Suparna Marwah, Kim Jagtiani, Jennifer Mayani, Ashwin Mushran, Julio, Bianca, Garry Richardson, Ian McDonald, J. Brandon Hill, Manoella, Thomas Munro, Alex, Rishabh Mehta, Alison, Amy, Mark Jax, Ankur Bahl, Sartaj Garewal, Sion Tudor Owen, Kai Hawes, Christina Baily, Shekhar Bassi, Lisa McAllister, Gabriela Montaraz, Jeff Mirza, Awadh Mohammed, Shibani Bhatija, Katy Odey, Annie Cooper, Sonny Kirby, Anthonyy Doherty, University of Bedfordshire Pipe Band, Ray Burnet, Rishab Chadha, Tekan Lee, Peter Agnelli, Claire Ashton, Darren Charles, Pamela Betsy Cooper, Sanjay Dutt, Matthew James Edge, James a FitzGerald, Taj Gill, Elizabeth Haruna, Anisha Hathi, Shraman Jain, Hetvi Karia, Loula Kazantzi, Shaun Lucas, Caitlin McMillan, Atul Sharma, Amanda Smith, Glenn Webster, ","friend, ","Two friends lose their jobs, then part bitterly after they get exposed as male strippers."
207,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
208,Saaho (2019),tt6836936,30 August 2019,"Action, Thriller",5.2,17K,"Prabhas, Shraddha Kapoor, Jackie Shroff, Neil Nitin Mukesh, Vennela Kishore, Murli Sharma, Arun Vijay, Prakash Belawadi, Evelyn Sharma, Mandira Bedi, Supreet, Mahesh Manjrekar, Tinnu Anand, Jacqueline Fernandez, Chunky Panday, Suman, Karthiikeyan Krishna, Irfan Ahmed Syed, Rik Aby, Tiger Ali, Aravind, Madhu Babu, Joy Badlani, Abhay Bethiganti, Tanikella Bharani, Bharat Bhatia, Jim Carney, Majili Chandu, Damini Chopra, Captain Chowdary, Devan, Burjor Dustoor, Rajanala Eshwar, Philip Fornah, Karim Hajee, Harshavardhan, Franaita Jijana, Joy, Pradeep Kabra, Bikramjeet Kanwarpal, Maazam Ali Khan, Mukhtar Khan, Anil Khopkar, Vijaya Murthy, Kanij Koirala, Deepak Kripalani, Sunil Kumar, Sharath Lohitashwa, Tuks Tad Lungu, Duvvasi Mohan, Lal, Sridhar Naana, Jeevan Naidu, Brian Nathan, Krzysztof Ogonek, Mirko Quaini, RudraPrakash Raju, Guda Ramakrishna, Anil Ramoji, Sandeep Reddy, Somitri Reddy, Sanjay Roy, Naveen Sanaka, Arvind Wahi, Sunny Viva, Sunil Vishrani, Ravi Varma, Temper Vamsi, Tomas Tomas, Gemini Suresh, Baby Sudheeksha, Sravan, Ajit Shidhaye, Amit Sharma, Shanu, Michael Segal, K. Saritha, Sandeep, Shyraa Roy, Malhottra Shivam, ","undercover cop, female officer, action hero, rescue, surveillance, attack, drunk, dance, tower, conspiracy, murder, night, blood, kiss, desert, multiple villains, hacking, buddy, action heroine, deception, one word title, voice over, voice over narration, kidnapped man, hand on fire, car accident, arrow, gun, robbery, flashback, reference to fast and furious, blind man, raining, ostrich, snake, python, fight, hanging, black panther, panther, car explosion, explosion, police, cigarette smoking, cigarette lighter, airplane, motorcycle, shootout, shot in the head, safe, bank, video surveillance, view through video camera, birthday, telephone call, car chase, bridge, title in the middle, love, jumping from height, parachute, swimming pool, female in swimsuit, fire, ring, goldfish, twilight, drone, character name in title, title spoken by character, ","An undercover cop becomes embroiled in a battle with warring criminals who want to acquire a ""black box,"" their ultimate key to a treasure."
209,Heyy Babyy (2007),tt0806088,24 August 2007,"Comedy, Drama",6.0,14K,"Akshay Kumar, Fardeen Khan, Riteish Deshmukh, Vidya Balan, Juanna Sanghvi, Boman Irani, Ricky Sandhu, Shah Rukh Khan, Anupam Kher, Anupam Sharma, Chirag Vohra, Malaika Arora, Celina Jaitly, Minissha Lamba, Amrita Rao, Tara Sharma, Neha Dhupia, Dia Mirza, Ameesha Patel, Sophiya Chaudhary, Masumeh Makhija, Koena Mitra, Riya Sen, Amrita Arora, Shamita Shetty, Jennifer Mayani, Muskaan Mihani, Kristy Best, Hrishitaa Bhatt, Aarti Chhabria, Marla Jane Lynch, Subhaan Nadiadwala, Payal Rohatgi, Gordon Waddell, ","baby, playboy, friend, snorricam, sexual joke, rescue from drowning, parenthood, mother daughter reunion, melodrama, friendship, face slap, disguise, diaper change, crude humor, child in peril, bachelor, baby carriage, affection, abandoned baby, ",Three bachelors who are compulsive womanizers find their lives turned upside down when a baby is left at their doorstep. The trio suspect each other of being the father.
210,Jaane Bhi Do Yaaro (1983),tt0085743,12 August 1983,"Comedy, Crime, Drama",8.4,14K,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah, Om Puri, Pankaj Kapur, Satish Kaushik, Neena Gupta, Deepak Qazir, Rajesh Puri, Zafar Sanjari, Ashok Banthia, Uday Chandra, Harshad Gandhi, Jaspal Sandhu, Anil Chaudhary, Ajay Wadhavkar, Arun Khanna, Adil Rana, Haneef Zahoor, Pramod A. Dubey, Kenneth Desai, Alok Aima, Anwar, Kiran Bokhri, Anil Apte, Rahul Chowdhary, Bharat Karia, Amit Tyagi, Vidhu Vinod Chopra, Somesh Agarwal, Anupam Kher, Sudhir Mishra, ","time bomb, corpse, builder, rival, photograph, photo studio, photographer, murder, municipal commissioner, corruption, magazine, bridge, bribe, animal urination, directorial debut, toilet, talking to the camera, sting operation, stage play, speech, roller skates, revolver, puppy, professional rivalry, printing press, play within film, photography, park, monkey, magazine editor, long take, inauguration, flyswatter, farce, face slap, drunkenness, double cross, darkroom, corrupt, corrupt cop, construction site, coffin, cake, bridge collapse, breaking the fourth wall, beer bottle, alcoholic, satire, cult film, controversy, black comedy, independent film, surprise ending, ","Two friends, attempting to start-up their own photo studio, come across shady dealings, corruption and murder, and must fight to bring the guilty to light."
211,Karan Arjun (1995),tt0113526,13 January 1995,"Action, Drama, Fantasy",6.8,14K,"Rakhee Gulzar, Salman Khan, Shah Rukh Khan, Amrish Puri, Kajol, Mamta Kulkarni, Ranjeet, Johnny Lever, Arjun, Ashok Saraf, Aashif Sheikh, Ila Arun, Kishore Bhanushali, Suresh Chatwal, Salim Khan Ding-Dong, John Gabriel, Jack Gaud, Dinesh Hingoo, Kirron Kher, Raj Kishore, Anil Nagrath, Gavin Packard, Ghanshyam Rohera, Babbanlal Yadav, Vishnu Sharma, Sunita, Yusuf, ","temple, bleeding forehead, train, seduction, showdown, machine gun, face slap, inheritance, ambush, arms smuggling, character names as title, two word title, revenge, village, tough guy, stabbed in the stomach, violence, tomboy, sword, slingshot, shot to death, murder, mother son relationship, mirror, horse, boxing, blood, reincarnation, horse farm, fire, bangle, death of son, title spoken by character, ",Karan and Arjun reincarnate in the different parts of the country. But the faith of their previous mother brings them together in order to avenge their death.
212,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
213,Paheli (2005),tt0451850,22 June 2005,"Comedy, Drama, Fantasy",6.5,13K,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Naseeruddin Shah, Ratna Pathak Shah, Amitabh Bachchan, Sunil Shetty, Juhi Chawla, Dilip Prabhavalkar, Neena Kulkarni, Padma Rani, Sharvari Jamenis, Rajpal Yadav, Aditi Govitrikar, Palak Jain, Advait Trivedi, Somesh Agarwal, Mohan Bhandari, Rishi Deshpande, Preeti Gupta, A.K. Hangal, Vijay Mishra, Surendra Rajan, Nikhil Ratnaparkhi, Aashif Sheikh, Lekh Tandon, Anita Wahi, ","ghost, wedding night, village chief, magic, husband wife relationship, fairy tale, based on folktale, infidelity, adulterous wife, adultery, extramarital affair, cheating wife, passion, cuckold, unhappily married woman, confession, baby, camel, businessman, wish, water body, voice over narration, turban, trophy wife, squirrel, shepherd, sheep, rose, puppet, pregnant wife, pregnancy, mother in law, letter, laddu, human form, hindu temple, girl child, folk song, father in law, crow, childbirth, cameo appearance, based on novel, ",A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman.
214,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
215,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
216,Chachi 420 (1997),tt0233422,19 December 1997,"Comedy, Drama, Family",7.4,13K,"Kamal Haasan, Amrish Puri, Om Puri, Tabu, Johnny Walker, Paresh Rawal, Nassar, Ayesha Jhulka, Atul Agnihotri, Ritu Shivpuri, Raj Zutshi, Raghuram, Abaswaram Ramjhi, Madhan Bob, R.S. Shivaji, Bobby Bedi, Laxmi Ratan, Chandramohan, Ashwin, Rukmini Krishnan, Sindura, Twinkle, Priya, Shruti Haasan, Fatima Sana Shaikh, Vishal Bhardwaj, Gulzar, ","swimming pool, marketplace, heart attack, gender disguise, flashback, fireworks, firecracker, courtroom, breaking the fourth wall, actor playing female role, nanny, landlord, dance, court, poor man rich woman, sexual joke, sexual humor, secret identity, reckless driving, muslim, motorcycle, makeup, makeup artist, judge, jewelry store, fight, father daughter relationship, family reunion, doctor, divorce, divorcee, disguise, disapproving father, directed by star, dance director, cell phone, bus, beating, bathroom, bail, assumed identity, alcoholic, affection, remake, ",Desperation to be with his only child forces a divorced man to take the guise of the child's nanny. Situations get really messy when the child's grandfather (the man's ex-father-in-law) fall... Read all
217,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
218,Nan,Nan,Nan,Nan,0.0,Nan,Nan,Nan,Nan
219,Dhamaal (2007),tt0845448,7 September 2007,"Action, Adventure, Comedy",7.4,14K,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Javed Jaffrey, Aashish Chaudhary, Asrani, Sanjay Mishra, Vijay Raaz, Tiku Talsania, Vijay Patkar, Vinay Apte, Vishwajeet Soni, Suhasini Mulay, Manoj Pahwa, Kiku Sharda, Rana Jung Bahadur, Sahil Chauhan, Prem Chopra, Kurush Deboo, Milind Jadhav, Amay Kadakia, Ninad Kamat, Surendra Rajan, D. Santosh, Murli Sharma, Chacha Chaudhary, ","child, reckless driving, race, stolen car, money, landlady, garden, bus, airplane, one word title, treasure hunt, russian roulette, on the road, pizza, pilot, parsi, orphan, monkey, hot air balloon, greed, goa india, four best friends, exploding car, double cross, digging, death, chase, charity, charity event, car falling off a cliff, car damage, car chase, buried treasure, big w, beach, bandit, bag of money, baby, alcoholic, airport, air traffic controller, ","Four lazy slacker conmen buddies who are jobless, homeless and broke learn about the secret of a hidden treasure from a dying thief and later embark on a race against time to find the mobste... Read all"
